"相对路径","字节数","SHA256","原包声明来源","来源状态","权利人与许可证","允许软件分发及论文复用","授权或许可证据文件","署名要求","可检索引用文件","备注","同内容文件","审核者","审核日期"
"assets/procedure/real_v12/erat_01.jpg","48699","da15cd2a05d143ba64f45e99d289421eda18b2e58daab2c97eb8adffe0492549","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","ERAT教程；指南链接仅作教学参考：https://pmc.ncbi.nlm.nih.gov/articles/PMC9329065/","","",""
"assets/procedure/real_v12/erat_02.jpg","60489","1876b4ce6843bcb3fefff578d7b08fd579c64c23edc54f50b512ce3eac028167","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","ERAT教程；指南链接仅作教学参考：https://pmc.ncbi.nlm.nih.gov/articles/PMC9329065/","","",""
"assets/procedure/real_v12/erat_03.jpg","50801","dc8d8d3aeea012da8d6bc048555f6a1f85f3794cf19d0d572e73291d55ef80c2","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","ERAT教程；指南链接仅作教学参考：https://pmc.ncbi.nlm.nih.gov/articles/PMC9329065/","","",""
"assets/procedure/real_v12/erat_04.jpg","34518","e930064062f710986160ac597b4db6533768505ca9028235beff08a507607f79","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","ERAT教程；指南链接仅作教学参考：https://pmc.ncbi.nlm.nih.gov/articles/PMC9329065/","","",""
"assets/procedure/real_v12/erat_05.jpg","32384","99de9ce3d7ccf65a4266d0f11aca041f53b6e9dc5beefea71f1c51c30ceeadd0","","待溯源","待核实","待确认","","待核实","v12.js","","","",""
"assets/procedure/real_v12/erat_06.jpg","41168","df88338bc6bed03d1a4721f9eacca7576bd52383c797c4127600c9ae34600b6b","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","ERAT教程；指南链接仅作教学参考：https://pmc.ncbi.nlm.nih.gov/articles/PMC9329065/","","",""
"assets/procedure/real_v12/erat_full.jpg","201866","33ed167423c73e6846eb4a2723359f1d0f3a3dc125caaffc67b131752e44a8cf","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/real_v12/fna_01_eus.jpg","51457","f2a6eda633edc4140661a1745c5194e001b6eb9892d4c6836f9227af27894aba","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","FNA教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations | FNA教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations","assets/procedure/real_v12/fnb_01_eus.jpg","",""
"assets/procedure/real_v12/fna_02_sample.jpg","60878","36ce0d92e0312741c7de8e6a7bf03a161918dfd8de9e8d567e24f019488b4778","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","FNA教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations；共享FNA细胞学示例，非FNB组织柱；建议用自有授权图替换","assets/procedure/real_v12/fnb_02_sample.jpg","",""
"assets/procedure/real_v12/fnb_01_eus.jpg","51457","f2a6eda633edc4140661a1745c5194e001b6eb9892d4c6836f9227af27894aba","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","FNB教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations | FNB教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations","assets/procedure/real_v12/fna_01_eus.jpg","",""
"assets/procedure/real_v12/fnb_02_sample.jpg","60878","36ce0d92e0312741c7de8e6a7bf03a161918dfd8de9e8d567e24f019488b4778","","待溯源","待核实","待确认","","待核实","v12.js | v23.js","FNB教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-the-role-of-endoscopy-in-the-diagnosis-and-management-of-solid-pancreatic-masses--summary-and-recommendations；共享FNA细胞学示例，非FNB组织柱；建议用自有授权图替换","assets/procedure/real_v12/fna_02_sample.jpg","",""
"assets/procedure/real_v13/clip_01.jpg","36800","9357d5c8849449a4e16889a0397ecacdb3fdb0679407e1c7b6daa1e278ef94be","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","CLIP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf | CLIP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/real_v13/clip_02.jpg","44039","0a58eeed3b092f75b9635daa6f2a6d7ced06d3947d7a02ef222d5abd44ce0cab","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","CLIP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/real_v13/clip_03.jpg","28440","3740fde428d074a622450fbab9662697466de213a276a5f8734d272d30b9e177","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","CLIP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/real_v13/poem_01_before.jpg","26662","fcc3194b6a68b56ab2c9bc42725624e1239ff1da765c3264410c7e5484bbafa0","","待溯源","待核实","待确认","","待核实","v13.js | v14.js","","","",""
"assets/procedure/real_v13/poem_02_injection.jpg","23217","b819ec7ebe80d383f6b7718c9b8ea49f24da7fe385d42cc50c35b2c29796d7c8","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","POEM教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/asge-guideline-on-the-management-of-achalasia","","",""
"assets/procedure/real_v13/poem_03_incision.jpg","22726","d1848b9bbcb38e9824925b2b7ec8e1c911b3a935ef554f02328874609f8c8f63","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","POEM教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/asge-guideline-on-the-management-of-achalasia","","",""
"assets/procedure/real_v13/poem_04_tunnel.jpg","23808","cbeba92fbceae204b3d7a936e12700416905e4066089abfcba7c7692a14c42d7","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","POEM教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/asge-guideline-on-the-management-of-achalasia","","",""
"assets/procedure/real_v13/poem_05_route.jpg","18845","9076b71f8d6583cc390f7aebe762815197a5819df240e8cc118368db437112dd","","待溯源","待核实","待确认","","待核实","v13.js | v14.js","","","",""
"assets/procedure/real_v13/poem_06_myotomy1.jpg","23835","bd79d32ef37c8133d2c77dbda31e3e8961638943dbd1fe244aed1c0bb530476b","","待溯源","待核实","待确认","","待核实","v13.js | v14.js","","","",""
"assets/procedure/real_v13/poem_07_myotomy2.jpg","25830","e91df4ea610f7024faf508e484ee05b76b30ec6c571f7b2d0f2a7baca14a8e8b","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","POEM教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/asge-guideline-on-the-management-of-achalasia","","",""
"assets/procedure/real_v13/poem_08_closure.jpg","23314","484dd70c7f97a7db4cd0d9ba8c391f266d93df4320a815f6b25b2303f3e2d2bb","","待溯源","待核实","待确认","","待核实","v13.js | v14.js | v23.js","POEM教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/asge-guideline-on-the-management-of-achalasia","","",""
"assets/procedure/tools/APC探头.png","22314","c4e8ef1d9303a276cc49e67385f0ca7376e1576397375765277ac80e5e00f9b1","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/APC探头_display.png","23563","21df2a6cb345b7a93cad7449eb428e0ab6009e064bd303cca0de1d0a2da88946","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v15.js | v16.js | v17.js | v18.js | v23.js | v6.js | v7.js | v8.js | v9.js","APC探头 APC probe main；原包来源声明未核验授权","","",""
"assets/procedure/tools/APC探头_web.png","165176","ddf741d6a4d5c5494325c86e4e5f8ce376d516d32023a782967fdb0e60fe034c","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/Coagrasper.png","8825","b042966b34f1dc9030fbc7040bc6bc876cb9e52489f2a156ba12f31f9ac92b0b","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/Coagrasper_display.png","8357","9237317c37d8911276f3e29fc01f1fdaa575d9350ee490890e8379ba9cb960c9","","待溯源","待核实","待确认","","待核实","v10.js | v13.js | v14.js | v15.js | v16.js | v17.js | v23.js | v6.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/tools/DualKnife.jpg","13447","4410dbf04c3f94bce76e6203bcb8d68b5aafea62786a92903b67e2ca845bd16b","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/DualKnife.png","23927","17939f77768cfdfd578c44881a7fb6f07badd438d6c5454e6753da172bc3378e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/DualKnife_display.png","18379","a8d151714fccc700a1884d82fbfa49c7489351fa657d53fde2cf6002ea20badd","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v14.js | v15.js | v16.js | v17.js | v23.js | v6.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/tools/EUS针_web.png","288085","25b43141002d0c33efdc7f7ff380ba82dda7484521ad498f418582bf2a52623e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/FNA穿刺针.png","10212","1eda06fbdb03f3d6cd262c3a1d4cf38ae35b66372ec8c6ba78b3cc9604df0c25","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/FNA穿刺针_display.png","32314","df8a9f739f93fef794807cc24c96e9a1e3880d160b07c5585914ed6034f8b870","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v12.js | v13.js | v15.js | v16.js | v17.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/tools/FNB穿刺针.png","10153","c60bba3418a997cf6d32d4a44bcc033a10863729df639d7c453a8ce0b7fc7c9b","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/FNB穿刺针_display.png","32283","6d5a7664e2d5f0eda4730ba8c500c975732390cadb4e2b501ae3149bd5e13bca","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v12.js | v13.js | v15.js | v16.js | v17.js | v23.js | v6.js | v9.js","","","",""
"assets/procedure/tools/official_hd/coagrasper.jpg","8396","f543d3b18ae28bf2ff9e879598df192cb8a6d77aec989067ac8d6d02bf6cdb7b","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/coagrasper_detail.jpg","33693","3810cf0a6ef58c3823dc1806ed6a2dbdc85ef7767ad78f43bfbb9c4931b2d13e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/coagrasper_feature.jpeg","70017","b5080b09324290222afb680dae10cf66a319979883f87136419995bbe076ffea","https://www.olympus-medical.jp/product/hemo/coagrasper","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","Coagrasper Olympus Coagrasper · FD-410LR/FD-412LR detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/coagrasper_full.png","490286","703049f659240984323dc65f983175b488d63ad45ee9456b7fe693cb3587db4b","https://www.olympus-medical.jp/product/hemo/coagrasper","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","Coagrasper Olympus Coagrasper · FD-410LR/FD-412LR main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/dualknife.jpg","14199","d703a1bbef8c110c2e5e4f98183e3e76421dc9cb95583008788c6969972b4ca5","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/dualknife_detail.jpg","25025","006619db23b0de571d152f3a0dedf22d7aea7035242ef69931981de62f42126e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/dualknife_full.jpg","165981","88bdfbb8fd3745ace2e1e8cf4027803fab8e0adc06e0846d3b62f61f4449546e","https://www.olympus-medical.jp/product/esd/dualknife_j","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","DualKnife Olympus DualKnife J · KD-655 main；原包来源声明未核验授权 | 切开刀 Olympus DualKnife J main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/fna_expect.jpg","228437","b7062790d02f6e9c9d5ca4761a6b6bf302456f8ca1d22c2d26e5844ee2339421","https://www.bostonscientific.com/en-US/products/needles/endoscopic-ultrasound-fine-needle-aspiration.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","FNA穿刺针 Expect™ Slimline EUS-FNA Needle main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/fna_tip.jpg","40906","73ae95a78ea279f678237dcea76bf1fbc866f045b541616940253b7af83d5fab","https://www.bostonscientific.com/en-US/products/needles/endoscopic-ultrasound-fine-needle-aspiration.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","FNA穿刺针 Expect™ Slimline EUS-FNA Needle detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/fnb_acquire.jpg","126532","900958bacac1f1f92e8b4e4ab10d0b6a29840066dfd4e6733e76871f725a3386","https://www.bostonscientific.com/en-US/products/needles/acquire-endoscopic-ultrasound-fine-needle.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","FNB穿刺针 Acquire™ EUS-FNB Device main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/fnb_tip.jpg","174868","62dd329599e2cc5ec0ec85c10b0eefb95c7aa54589f8361ab06f55dd945a19f6","https://www.bostonscientific.com/en-US/products/needles/acquire-endoscopic-ultrasound-fine-needle.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","FNB穿刺针 Acquire™ EUS-FNB Device detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/injection_interject.jpg","92497","f5bac141d44156edf25659826d4b2280cb6bfd4163afc2e813f89e330d230e53","https://www.bostonscientific.com/en-US/products/needles/interject-sclerotherapy-needles.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","注射针 Interject™ Injection Therapy Needle Catheter main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/injection_tip.jpg","14048","531cab918d60d1aa93e678ae493094c9dc3c4eaf1ad95d4ca96fddcd04f6a0b9","https://www.bostonscientific.com/en-US/products/needles/interject-sclerotherapy-needles.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","注射针 Interject™ Injection Therapy Needle Catheter detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/irrigation_catheter.jpg","83134","13b8559a3844852c0472d7d7da5c670c91a359d83f23429d8cfad57a45479dff","https://www.cookmedical.com/products/esc_gtii_webds/","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","冲洗导管 Cook Medical Glo-Tip® II Double Lumen ERCP Catheter main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/ligator.jpg","231628","5f353baec03dd072c317226570e60e2084dcdaf8edf32becf6099a8211724c77","https://www.bostonscientific.com/en-US/products/band-ligator/speedband-superview-super-7.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","套扎器 Speedband Superview Super 7™ main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/ligator_detail.jpg","309744","afc9df6db830a018fa9d3de69fc443d2c5521521c8a38174d2666635549b1c72","https://www.bostonscientific.com/en-US/products/band-ligator/speedband-superview-super-7.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","套扎器 Speedband Superview Super 7™ detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/snare.jpg","92577","2c7feb42f54022a6014519710f490c09aa076727321aa8386a0c652772a3bc07","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/tools/official_hd/snare_photo.jpg","29112","784b3a0204611f59ae3944dcc09edf47ed3c86f9acdb20c110a77edad119b9a4","https://www.bostonscientific.com/en-US/products/snares/captivator-II-single-use-snare.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","圈套器 Captivator™ II Single-Use Snare main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/sphincterotome.jpg","6367","419915573b6af837dc5973dbde14b8f8ebf5bbbdb5bcd452c05eb8d775461df2","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/sphincterotome_detail1.jpg","36880","fb25680ab38a754ae33927bd9978783db0aa8b1a5d5c7be663a5c051b274319e","https://www.olympus-medical.jp/product/ercp_papilla/clevercut3v","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","乳头切开刀 Olympus CleverCut 3 V detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/sphincterotome_detail2.jpg","58899","fd585282200c731cbdb4bd85af2d5986b1fed2c388743b5093347672360d8f56","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/sphincterotome_full.jpg","182823","67600b210bc7708c237691345ccf0646361576a4222f9c4de794d6811ed7bca5","https://www.olympus-medical.jp/product/ercp_papilla/clevercut3v","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","乳头切开刀 Olympus CleverCut 3 V main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/stone_balloon.jpg","428447","802aca75696dc5018908f1bb1ee42981d313827fa99486c5489dd0865e6e87a5","https://www.bostonscientific.com/en-US/products/Balloons-Dilation-Extraction/extractor-pro-rx-retrieval_balloons.html","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","取石球囊 Extractor™ Pro Retrieval Balloon Catheter main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/tunnel_detail.jpg","24221","2f20fa5b67d8f23a0c0ca6649d7c25d6e737423cac6aa691d480c916cd86087f","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/tunnel_feature2.png","299192","ddae8e89a2b48fa435449719f4d6c7df5619d37cf0f74f76b2b10602305504c5","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/official_hd/tunnel_full.jpeg","82154","5fcfedfcb9da44a123ba64c726ac2062485a70dd5caaff284535bc4a5823398e","https://www.olympus-medical.jp/product/esd/triangle_tip_knife_j","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","隧道刀 Olympus TriangleTipKnife J · KD-645L main；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/tunnel_knife.jpg","4597","3532104b03082e00e89e9ee0b076b6b19c687e31f2ae50766db0da84aca00db3","https://www.olympus-medical.jp/product/esd/triangle_tip_knife_j","原包声明线索，待核实","待核实","待确认","","待核实","v18.js","隧道刀 Olympus TriangleTipKnife J · KD-645L detail；原包来源声明未核验授权","","",""
"assets/procedure/tools/official_hd/tunnel_tip.png","274018","ada0fdeb52e3f2864014679cfc5c761cb43101471423442e92aba2a65d0b8593","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/snare_real.jpg","30400","a7af4ab6ab7a39a089ac1598cf3bf280114481b28c2f9f0249c2ad701f3ae4b9","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/乳头切开刀.png","22859","1be8ab076900e52248d75bb4663940c89ef9c5ef53c67a6718b624d63fadbef8","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/乳头切开刀_display.png","15526","693c2e046d24dc0f7ef97d58e1c18f6d69cab46545ffc88f6cf1e59a3c66b6bd","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v15.js | v16.js | v17.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/tools/冲洗导管.png","5351","aae3fb9e693238aec7fbcf655b02a082a20e28d0f35234589279dac5c893290e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/冲洗导管_display.png","6271","6c0ab7208b81b2f184eb2c0c83433524ad36c978aa9c4e9f292d11a398bc7778","","待溯源","待核实","待确认","","待核实","v10.js | v12.js | v15.js | v16.js | v17.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/tools/切开刀.png","23959","2bb599a40bf629f8f681c692056d66ccc24e767717d92b85d6ea0cf2b18f6d94","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/切开刀_display.png","15932","3073784040207eb9a4d4547e18ec54a9200d44dd11f68932ed0cb06fa2e1dcfc","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v15.js | v16.js | v17.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/tools/取石球囊.png","29562","156ea3ce37f161339963938155fd1017f0caa3057b562fd0f827e9ef019aeff7","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/取石球囊_display.png","17620","ef0abc806a458681bf3d1e31891af8d6a4298b5c81cb2f4b123e3bc31d190d16","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v12.js | v13.js | v15.js | v16.js | v17.js | v23.js | v6.js | v8.js | v9.js","","","",""
"assets/procedure/tools/圈套器.png","47484","ea012d4de562dd25039598569a73fb212cf2f9a7589e50142f08006854b287ce","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/圈套器_display.png","10177","562e2a4affda9913d5384e43f875e41558a88184f210cb768c27074ccada4713","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v14.js | v15.js | v16.js | v17.js | v23.js | v6.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/tools/圈套器_web.png","69764","747c4c91f2dcfd1caef06bbb034208de3bb1eedd74297c26ca464c3f7fbf3cb9","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/套扎器.png","24877","be3b13ee07914b0d5faad6a77531712528c3fc54557951ba68f8cf271e1efc12","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/套扎器.webp","6308","ba35f3746778ad8283995a6f43731feb63a06edc759ab42c75623e56dd25c737","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/套扎器_display.png","16402","6f5e2610a91316319ec2c21139ab0109a449d76804fc643468eae352ea432a56","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v15.js | v16.js | v17.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/tools/导丝.png","22567","28876759058d848e8b9a34c991f21773d12880481f428700180c87aa32ba1b98","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/导丝_display.png","35689","a45d65ced16367e57aa47f92a81026e750f46a4bc1e023db10f1ce8999af9214","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v12.js | v13.js | v15.js | v16.js | v17.js | v18.js | v23.js | v6.js | v8.js | v9.js","导丝 ERCP guidewire main；原包来源声明未核验授权","","",""
"assets/procedure/tools/导丝_web.png","263852","3fc36ae8a1b23cf5997ff6f698f6a58ff72fae446a70a410a006fd2c3e486218","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/止血夹.png","8375","95e92dffd7c33ba9b8582f6bc1028a190541591f035b36c36a1140778879fcba","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/止血夹_display.png","810999","998a62085085cd6b1564af762a6db475ef3a6a384f13169568cc6cefd8ce3db0","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v12.js | v13.js | v14.js | v15.js | v16.js | v17.js | v18.js | v23.js | v6.js | v7.js | v8.js | v9.js","止血夹 Endoscopic clip main；原包来源声明未核验授权","","",""
"assets/procedure/tools/止血夹_web.png","231104","62e0b5da909bbba2ff3afc4aaf90008a67370b947d69c548ad0647bd99ac745c","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/注射针.png","9948","5a1e1af06c3cc993dc28354fd3da2663b4891537fc02ea4e11ce8f43d3b85b27","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/注射针.webp","4006","bebff2696d219a12eee5bd73f28560509a84d9678fdc132440627751533699a8","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/注射针_display.png","11085","6d7a4cdea21ee3141712cd39c6e550290db6b679abf5d377007f7e2fdefc7f45","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v14.js | v15.js | v16.js | v17.js | v23.js | v6.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/tools/注射针_web.png","73253","2236a9971a2886c5a5690a63ca89d41280aaacd934c26f999b7f78be2d82a0fb","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/隧道刀.jpg","13623","0896949e864699e9b92590320499265a409e225c0a1e9554525e12bfef66624b","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/隧道刀.png","23743","d3e359a83ba8e8f25220a1b36fd7b753510c8aae5d4056532fb633046edda67e","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/tools/隧道刀_display.png","16069","e035fc36cb63321a95519fdaf890e373d5671f26796ae330bf54987fe0c1c3a6","","待溯源","待核实","待确认","","待核实","v10.js | v11.js | v13.js | v15.js | v16.js | v17.js | v23.js | v6.js | v8.js | v9.js","","","",""
"assets/stomach_cardia.jpg","161580","802a7b5ed97589c78d022ec795dcf295bf03f257fb976a35048d545b058c2537","https://commons.wikimedia.org/wiki/File:Stomach_endoscopy_3.jpg","原包声明线索，待核实","待核实","待确认","","待核实","v4_data.js","cardiaVerified · Ignis · CC BY-SA 3.0 · Wikimedia Commons","","",""
"assets/stomach_pylorus.jpg","161302","77c35e2178b3fe5a4ac742b955f85bcea7fdcaec055698740179117b4382ab03","https://commons.wikimedia.org/wiki/File:Stomach_endoscopy_1.jpg","原包声明线索，待核实","待核实","待确认","","待核实","v4_data.js","pylorusVerified · Ignis · CC BY-SA 3.0 · Wikimedia Commons","","",""
"v7_stage_montage.jpg","268526","77fee3f6f63162bd2d4bfe589ff5a31dd1265b627a3d2e5762ff7b59437c0ab5","","待溯源","待核实","待确认","","待核实","","","","",""
